REGION, INSTITUTION NAME, INSTITUTION TYPE, PROVINCE, MUNICIPALITY/CITY, WEBSITE ADDRESS, FAX/TELEPHONE NO.
03 - Central Luzon,Interworld College of Technology Foundation-Tarlac,Private,Tarlac,City of Tarlac,,994000000,
03 - Central Luzon,Jesus Is Lord Colleges Foundation,Private,Bulacan,Bocaue,http://www.jilcf.edu.ph,(044)931-3263,
03 - Central Luzon,Jose C. Feliciano College Foundation,Private,Pampanga,Mabalacat City,jcfc.schoolautomate.com,045-892-3893,
03 - Central Luzon,Lourdes College of Bulacan,Private,Bulacan,Angat,,9210000000,
03 - Central Luzon,Magsaysay Memorial College of Zambales,Private,Zambales,San Narciso,,(047)-232-2702,
03 - Central Luzon,Manuel V. Gallego Foundation Colleges,Private,Nueva Ecija,City of Cabanatuan,mvgallego.edu.ph,044-958-9676,
03 - Central Luzon,Maria Assumpta Seminary,Private,Nueva Ecija,City of Cabanatuan,http://www.mariaassumptaseminary.com,(044)463-0132,
03 - Central Luzon,Metro Subic Colleges,Private,Zambales,City of Olongapo,,047-222-1411,
03 - Central Luzon,Meycauayan College,Private,Bulacan,City of Meycauayan,http://www.meycauayancollege.edu.ph,044 764-4629,
03 - Central Luzon,Microcity College of Business and Technology,Private,Bataan,City of Balanga,,(047)275-0509 / 09811865703,
03 - Central Luzon,MIDWAY COLLEGES Inc.,Private,Nueva Ecija,City of Cabanatuan,http://midwaymaritime.com.ph,(044) 4637020,
03 - Central Luzon,Mondriaan Aura College,Private,Zambales,City of Olongapo,aura.edu.ph,(047) 252-3808,
03 - Central Luzon,Mother of Good Counsel Seminary,Private,Pampanga,City of San Fernando,http://www.mgcseminary.com,(045) 961-22-53,
03 - Central Luzon,Mt.Carmel College of Bocaue Bulacan,Private,Bulacan,Bocaue,,044-2786240,
03 - Central Luzon,Nazarenus College and Hospital Foundation,Private,Bulacan,City of Meycauayan,,,
03 - Central Luzon,Nueva Ecija Doctors' Colleges,Private,Nueva Ecija,City of Cabanatuan,,044-940-2191,
03 - Central Luzon,Carthel Science Educational Foundation,Private,Tarlac,San Manuel,,,
03 - Central Luzon,Osias Colleges,Private,Tarlac,City of Tarlac,osiascolleges.edu.ph,460000000,
03 - Central Luzon,Our Lady of Peace College Seminary,Private,Tarlac,City of Tarlac,,(045) 606-3541,
03 - Central Luzon,Araullo University,Private,Nueva Ecija,City of Cabanatuan,http://www.au.phinma.edu.ph,(044) 464-3300,
03 - Central Luzon,Pampanga State Agricultural University,SUC,Pampanga,MAGALANG,psau.edu.ph,,
03 - Central Luzon,Pampanga Colleges,Private,Pampanga,Macabebe,,0916-859-1822,
03 - Central Luzon,Philippine State College of Aeronautics-Pampanga Extension,SUC,Pampanga,Floridablanca,https://philsca.edu.ph,,
03 - Central Luzon,Polytechnic University of the Philippines-Mariveles,SUC,Bataan,Mariveles,http://www.pup.edu.ph,,
03 - Central Luzon,President Ramon Magsaysay State University,SUC,Zambales,Iba,prmsu.edu.ph,(047) 811-1683,
03 - Central Luzon,President Ramon Magsaysay State University-Botolan,SUC,Zambales,Botolan,prmsu.edu.ph,(047) 811-1684,
03 - Central Luzon,President Ramon Magsaysay State University-Candelaria,SUC,Zambales,Candelaria,https://prmsu.edu.ph,(047) 811-1685,
03 - Central Luzon,President Ramon Magsaysay State University-Castillejos,SUC,Zambales,Castillejos,https://prmsu.edu.ph,(047) 811-1686,
03 - Central Luzon,President Ramon Magsaysay State University-Masinloc,SUC,Zambales,Masinloc,https://prmsu.edu.ph,(047) 811-1687,
03 - Central Luzon,President Ramon Magsaysay State University-Sta. Cruz,SUC,Zambales,Santa Cruz,https://prmsu.edu.ph,(047) 811-1688,
03 - Central Luzon,La Consolacion University Philippines,Private,Bulacan,City of Malolos,http://www.lcup.edu.ph/lcup_history.php,(044) 931 8600,
03 - Central Luzon,Republic Central Colleges,Private,Pampanga,City of Angeles,http://www.rcc.edu.ph,(045) 405-0121 / (045) 888-2853,
03 - Central Luzon,Nueva Ecija University of Science and Technology-Sebani Estate Agricultural College,SUC,Nueva Ecija,City of Cabanatuan,neust.edu.ph,(044) 463-0226,
03 - Central Luzon,Nueva Ecija University of Science and Technology-Atate,SUC,Nueva Ecija,City of Palayan,neust.edu.ph,(044) 463-0227,
03 - Central Luzon,Nueva Ecija University of Science and Technology-Fort Magsaysay,SUC,Nueva Ecija,City of Palayan,neust.edu.ph,(044) 463-0228,
03 - Central Luzon,Nueva Ecija University of Science and Technology-San Isidro Campus,SUC,Nueva Ecija,San Isidro,neust.edu.ph,(044) 463-0229,
03 - Central Luzon,Nueva Ecija University of Science and Technology-Sumacab Campus,SUC,Nueva Ecija,City of Cabanatuan,neust.edu.ph,(044) 463-0230,
03 - Central Luzon,Nueva Ecija University of Science and Technology-Peñaranda,SUC,Nueva Ecija,Peñaranda,neust.edu.ph,(044) 463-0231,
03 - Central Luzon,Nueva Ecija University of Science and Technology-Talavera,SUC,Nueva Ecija,Talavera,neust.edu.ph,(044) 463-0232,
03 - Central Luzon,Nueva Ecija University of Science and Technology-San Leonardo,SUC,Nueva Ecija,San Leonardo,neust.edu.ph,(044) 463-0233,
03 - Central Luzon,Nueva Ecija University of Science and Technology-Carranglan,SUC,Nueva Ecija,Carranglan,neust.edu.ph,(044) 463-0234,
03 - Central Luzon,Nueva Ecija University of Science and Technology-San Antonio Campus,SUC,Nueva Ecija,San Antonio,neust.edu.ph,(044) 463-0235,
03 - Central Luzon,Saint Anthony College of Technology,Private,Bulacan,City of San Jose Del Monte,collegeofsaintanthony.com,,
03 - Central Luzon,Saint Mary's College of Meycauayan,Private,Bulacan,City of Meycauayan,http://www.smcm.edu.ph,(044) 323-0422,
03 - Central Luzon,St. Paul University at San Miguel,Private,Bulacan,Bulacan,,044- 8121901,
03 - Central Luzon,San Jose Christian Colleges,Private,Nueva Ecija,San Jose City,,044-940-3114,
03 - Central Luzon,STI College-City of Tarlac,Private,Tarlac,City of Tarlac,http://www.sti.edu,(045) 982-8933,
03 - Central Luzon,Systems Plus College Foundation,Private,Pampanga,City of Angeles,http://www.spcf.edu.ph,63-9190692914,
03 - Central Luzon,Tarlac Agricultural University,SUC,Tarlac,Camiling,http://www.tau.edu.ph,,
03 - Central Luzon,Tarlac State University,SUC,Tarlac,City of Tarlac,https://tsu.edu.ph,045 606 8123,
03 - Central Luzon,Tomas Del Rosario College,Private,Bataan,City of Balanga,http://www.trc.edu.ph,(047) 237-3115,
03 - Central Luzon,University of the Assumption,Private,Pampanga,City of San Fernando,http://www.ua.edu.ph,(045) 961-16-48,
03 - Central Luzon,Wesleyan University-Philippines (Cabanatuan),Private,Nueva Ecija,City of Cabanatuan,http://www.wesleyan.edu.ph/,(045) 982-8933,
03 - Central Luzon,President Ramon Magsaysay State University-San Marcelino,SUC,Zambales,San Marcelino,prmsu.edu.ph,(047) 811-1683,
03 - Central Luzon,Bataan Peninsula State University-Orani,SUC,Bataan,Orani,bpsu.edu.ph,,
03 - Central Luzon,Interworld Colleges Foundation - Paniqui,Private,Tarlac,Paniqui,http://www.icfpaniqui.edu.ph,(045) 491-5119/(045) 493-1381,
03 - Central Luzon,STI College-City of San Fernando,Private,Pampanga,City of San Fernando,http://www.sti.edu,(045) 963-5126,
03 - Central Luzon,STI College-Angeles City,Private,Pampanga,City of Angeles,http://www.sti.edu,,
03 - Central Luzon,STI College-Meycauayan,Private,Bulacan,City of Meycauayan,http://www.sti.edu,(044) 769-6445,
03 - Central Luzon,STI College-Malolos,Private,Bulacan,City of Malolos,http://www.sti.edu.ph,(044) 791-3451,
03 - Central Luzon,United School of Science and Technology Colleges,Private,Tarlac,City of Tarlac,,(045) 982-1822  (045) 982-1068,
03 - Central Luzon,Concepcion Holy Cross College,Private,Tarlac,Concepcion,,(045) 923-0747,
03 - Central Luzon,Northern Zambales College,Private,Zambales,Masinloc,,(047) 307-0028,
03 - Central Luzon,Columban College-Sta. Cruz Zambales,Private,Zambales,Santa Cruz,,0946-7012640,
03 - Central Luzon,College of Saint Lawrence,Private,Bulacan,Balagtas,,0922-8841268,
03 - Central Luzon,Sact Mutien College,Private,Pampanga,Mabalacat City,,(045) 331-4856,
03 - Central Luzon,Fernandez College of Arts and Technology,Private,Bulacan,City of Baliwag,http://www.fcat.ph,(044) 798-0159  (044) 766-7677,
03 - Central Luzon,Micro Asia College of Science and Technology,Private,Zambales,Iba,,472-072-006,
03 - Central Luzon,Sienna College of San Jose,Private,Bulacan,City of San Jose Del Monte,,044-307-7121,
03 - Central Luzon,Bataan Peninsula State University,SUC,Bataan,City of Balanga,bpsu.edu.ph,(047) 237-5962,
03 - Central Luzon,AMA Computer College-Cabanatuan City,Private,Nueva Ecija,City of Cabanatuan,http://www.amaes.edu.ph,(044) 463-9970  (044) 960-0372  (044) 960-3373  0997-9225288,
03 - Central Luzon,Comteq Computer and Business College,Private,Zambales,City of Olongapo,http://www.comteq-edu-ph,(047) 602-4778; (047) 602 3194; 0960 399 1065  (+63) 977-016-3443,
03 - Central Luzon,Gordon College,LUC,Zambales,City of Olongapo,http://www.gordoncollege.edu.ph,(047) 222-4080,
03 - Central Luzon,Eastwoods Professional College of Science and Technology,Private,Bataan,City of Balanga,http://www.eastwoods.edu.ph,(047) 791-2791  (047) 237-4334,
03 - Central Luzon,AMA Computer College-San Fernando Pampanga,Private,Pampanga,City of San Fernando,ama_pampanga@amaes.edu.ph astomagan@amaes.edu.ph,(045) 407 2135 0970 665 4099 0997 924 4811,
03 - Central Luzon,Limay Polytechnic College,LUC,Bataan,Limay,limaypolytechniccollege.edu.com,0906-4465929; 0912 760 9628; 0929-7713412; 0945-6452157,
03 - Central Luzon,Maritime Academy of Asia and the Pacific,Private,Bataan,Mariveles,http://www.maap.edu.ph,(047) 237-3355; (02) 8741-1006; (02) 8784-9100,
03 - Central Luzon,AMA Computer College-Tarlac City,Private,Tarlac,City of Tarlac,http://www.amaes.edu.ph,(045) 982-9504,
03 - Central Luzon,Fundamental Baptist College For Asians,Private,Tarlac,City of Tarlac,,(045) 491-1674; (045) 982-3428; (045) 982-7251,
03 - Central Luzon,St. Paul Colleges Foundation-Paniqui Tarlac,Private,Tarlac,Paniqui,http://www.stpaulcolleges.net,(045) 606-3563 (045)-326-0604,
03 - Central Luzon,ABE International College of Business and Economics-Cabanatuan,Private,Nueva Ecija,City of Cabanatuan,http://www.amaes.edu.ph,(044) 464-1305 (044) 960-0373 0926-1884594,
03 - Central Luzon,AMA Computer College-Angeles City,Private,Pampanga,City of Angeles,,,
03 - Central Luzon,Asia Pacific College of Advanced Studies,Private,Bataan,City of Balanga,http://www.apcas.edu.ph,(047) 237-6713; (047) 237-4347,
03 - Central Luzon,College of Mary Immaculate of Pandi Bulacan,Private,Bulacan,Pandi,collegeofmaryimmaculate.edu.ph,(044) 769-2021 0920-954-4862,
03 - Central Luzon,Saint Mary's College of Baliuag,Private,Bulacan,City of Baliwag,http://www.smcbaliuag.edu.ph,(044) 764-6068,
03 - Central Luzon,Saint Augustine Colleges Foundation,Private,Tarlac,Paniqui,,(045) 931-0107,
03 - Central Luzon,Saint Rose College Educational Foundation,Private,Tarlac,Paniqui,,(045) 800-5788,
03 - Central Luzon,ABE International College of Business and Accountancy,Private,Bulacan,City of Malolos,http://www.amaes.edu.ph,0917-533-0521,
03 - Central Luzon,AMA Computer College-Olongapo City,Private,Zambales,City of Olongapo,http://www.amaes.edu.ph,(047) 224-1566 09271878426,
03 - Central Luzon,La Concepcion College,Private,Bulacan,City of San Jose Del Monte,http://laconcepcioncollege.com/,(044) 762-3660 09276769921,
03 - Central Luzon,Colegio De San Gabriel Arcangel,Private,Bulacan,City of San Jose Del Monte,http://www.cdsga.com,(044) 760-0301; (044) 760-0397,
03 - Central Luzon,Mary the Queen College-Pampanga,Private,Pampanga,Guagua,http://www.mqc.edu.ph,0917-856-8239,
03 - Central Luzon,Mount Carmel College of Casiguran,Private,Aurora,Casiguran,,0961-6080640,
03 - Central Luzon,STI College-Sta. Maria,Private,Bulacan,Santa Maria,http://www.sti.edu,044 641 2990,
03 - Central Luzon,STI College-Balagtas,Private,Bulacan,Balagtas,http://www.sti.edu/campuses.asp?campus_id=22,(044) 693-4246,
03 - Central Luzon,Lyceum of Subic Bay,Private,Zambales,City of Olongapo,http://www.lyceumsubicbay.com.ph,(047) 252-5940; (047) 252-8691,
03 - Central Luzon,Kolehiyo ng Subic,LUC,Zambales,Subic,https://kolehiyongsubic.edu.ph/,(047) 232-5324; 9567154559; 9100673396,
03 - Central Luzon,First City Providential College,Private,Bulacan,City of San Jose Del Monte,http://www.firstcity.ph,(044) 815-6814  09177775983,
03 - Central Luzon,College of the Most Holy Trinity,Private,Bataan,Hermosa,,0905-4424149  (047)-6431322,
03 - Central Luzon,Academia de San Lorenzo Dema Ala,Private,Bulacan,City of San Jose Del Monte,academiadesanlorenzodema-ala.com,0917-5591038,
03 - Central Luzon,Eduardo L. Joson Memorial College,LUC,Nueva Ecija,City of Palayan,,0999-9920253,
03 - Central Luzon,The Manila Times College of Subic,Private,Zambales,City of Olongapo,http://www.tmtc.edu.ph,(047) 250 0228,
03 - Central Luzon,St. Joseph College-Olongapo,Private,Zambales,City of Olongapo,http://www.st.josephcollegeolongapo.com;   http://www.sjc-o.com/,(047) 222-3390  (047) 232-3096,
03 - Central Luzon,Saint Mary's Angels College of Pampanga,Private,Pampanga,Santa Ana,smacpcollege.ph,(045) 436-0499 09175544639 09178281121,
03 - Central Luzon,St. Nicolas College of Business and Technology,Private,Pampanga,City of San Fernando,https://snc.edu.ph/,(045) 402-6108,
03 - Central Luzon,Dr. Gloria D. Lacson Foundation Colleges-Cabanatuan City,Private,Nueva Ecija,City of Cabanatuan,,(044) 960-1630,
03 - Central Luzon,College of Our Lady of Mt. Carmel (Pampanga),Private,Pampanga,City of San Fernando,colmc.edu.ph,(045) 435-8744; 045 300-5078,
03 - Central Luzon,Central Luzon College of Science and Technology-City of San Fernando (Pampanga),Private,Pampanga,City of San Fernando,http://www.sf.clcst.edu.ph,(045) 435-1495; (045) 961-5473,
03 - Central Luzon,Colegio de San Juan de Letran-Abucay,Private,Bataan,Abucay,http://www.letranbataan.edu.ph/,9610000000,
03 - Central Luzon,College of Subic Montessori-Subic Bay,Private,Zambales,City of Olongapo,,(047) 252-3555,
03 - Central Luzon,STI College-Baliuag,Private,Bulacan,City of Baliwag,http://www.sti.edu,044-766-6722,
03 - Central Luzon,ACLC College of Meycauayan,Private,Bulacan,City of Meycauayan,,(044) 228-5840 0917-5912299,
03 - Central Luzon,Colegio De Calumpit,Private,Bulacan,Calumpit,https://cdci.edu.ph/,(044) 913 5127; 044 813 2326,
03 - Central Luzon,Gerona Junior College,Private,Tarlac,Gerona,,(045) 470-9290,
03 - Central Luzon,Holy Rosary Colleges Foundation,Private,Nueva Ecija,San Isidro,http://www.HOLYROSARYCOLLEGES.COM,(044) 958-9971,
03 - Central Luzon,Our Lady of Manaoag Montessori College,Private,Bulacan,Balagtas,http://www.olmamc.net,9269563406;  044 764 3941; 044-693-1032; 044-693-3963,
03 - Central Luzon,Philippine Rehabilitation Institute Foundation-Guagua,Private,Pampanga,Guagua,,,
03 - Central Luzon,Subic Bay Colleges,Private,Zambales,City of Olongapo,,(047) 602-3200/ 047 603 3200,
03 - Central Luzon,Megabyte College of Science and Technology-Florida,Private,Pampanga,Floridablanca,,,
03 - Central Luzon,Bataan Peninsula State University-Balanga,SUC,Bataan,City of Balanga,http://www.bpsu.edu.ph,(047) 237-3655,
03 - Central Luzon,Bulacan Agricultural State College-Doña Remedios Trinidad,SUC,Bulacan,Doña Remedios Trinidad,http://www.basc.edu.ph,(044) 792-4409 / (044) 816-7121,
03 - Central Luzon,Philippine Women`s University Career Development and Continuing Education Center-Bataan,Private,Bataan,City of Balanga,http://www.pwu.edu.ph,(047) 237-5050; (047) 237-7451,
03 - Central Luzon,Centro Colegio De Tarlac,Private,Tarlac,Bamban,,(045) 628-3186; (045) 923-0594,
03 - Central Luzon,Philippine Women`s University Career Development and Continuing Education Center - Tarlac,Private,Tarlac,City of Tarlac,http://www.pwu.edu.ph,(045) 205-4543,
03 - Central Luzon,La Verdad Christian College,Private,Pampanga,Apalit,lvcc.com.ph,(045) 436 1487; 0947-9998499,
03 - Central Luzon,St. Benilde Center for Global Competence,Private,Zambales,City of Olongapo,,(047) 223 9031  (047) 602-4985,
03 - Central Luzon,Marian College of Baliuag,Private,Bulacan,City of Baliwag,http://www.mariancollegebaliuag.com,(044) 913-3101,
03 - Central Luzon,Mabalacat City College,LUC,Pampanga,Mabalacat City,http://www.mcc.edu.ph,0928-5040105 0919-0659002,
03 - Central Luzon,Norzagaray College,LUC,Bulacan,Norzagaray,norzagaraycollege.edu.ph,0997-8544606 0997-8544617 09164617406,
03 - Central Luzon,Polytechnic College of the City of Meycauayan,LUC,Bulacan,City of Meycauayan,pccm.edu.ph,(044) 320 5653,
03 - Central Luzon,ACLC College of Balanga,Private,Bataan,City of Balanga,,(047) 237-5273,
03 - Central Luzon,ACLC College-Baliuag,Private,Bulacan,City of Baliwag,http://www.aclccollege-baliuag.com,(044) 766 1339; (044) 798-1390,
03 - Central Luzon,Liceo de Pulilan Colleges,Private,Bulacan,Pulilan,http://www.ldpc.tk,(044)305-8258  0975-691-0703,
03 - Central Luzon,Our Lady of Sacred Heart College of Guimba,Private,Nueva Ecija,Guimba,http://www.olshco.edu.ph,(044) 958 - 2553; (044) 611-00-26,
03 - Central Luzon,ACLC College of Apalit,Private,Pampanga,Apalit,,(045) 302-9929,
03 - Central Luzon,City College of San Fernando,LUC,Pampanga,City of San Fernando,https://citycollegeofsanfernando.edu.ph,(045) 961-8957,
03 - Central Luzon,Baliwag Polytechnic College,LUC,Bulacan,City of Baliwag,http://www.btech.edu.ph,(044) 802-6795,
03 - Central Luzon,Polytechnic College of Botolan,LUC,Zambales,Botolan,https://pcb.edu.ph,0968-3075040 0926-7262419,
03 - Central Luzon,Pambayang Dalubhasaan ng Marilao,LUC,Bulacan,Marilao,,(044) 248-8592 (044) 815-5759,
03 - Central Luzon,Tarlac Christian Colleges,Private,Tarlac,City of Tarlac,http://www.tarlacchristiancollege.com,(045) 982-7251; (045) 982-3428,
03 - Central Luzon,New Era University-Pampanga,Private,Pampanga,City of San Fernando,http://www.neupampanga.com.ph,(045) 963-5955,
03 - Central Luzon,Santa Rita College of Pampanga,Private,Pampanga,Santa Rita,http://www.srcpamp.com,(045) 900-0557; 03-4039669,
03 - Central Luzon,Lyceum of Western Luzon - Zambales,Private,Zambales,Botolan,,0999-8883702; 9338602420,
03 - Central Luzon,SJDM Cornerstone College,Private,Bulacan,City of San Jose Del Monte,,0906 477 7238,
03 - Central Luzon,STI College San Jose,Private,Nueva Ecija,San Jose City,http://www.sti.edu,(044) 511-1753; (044) 940-1299,
03 - Central Luzon,Colegio de Sebastian-Pampanga,Private,Pampanga,City of San Fernando,http://www.cds.edu.ph,; (045) 455-5237,
03 - Central Luzon,Clark College of Science and Technology,Private,Pampanga,Mabalacat City,,(045) 624-0215,
03 - Central Luzon,AMA Computer Learning Center College of Mabalacat,Private,Pampanga,Mabalacat City,http://www.facebook.com/aclcmabalacatcampus,0906423321 / 0951 231 4065,
03 - Central Luzon,College of the Our Lady of Mercy of Pulilan Foundation,Private,Bulacan,Pulilan,http://www.colm.edu.ph,(044) 815-8642,
03 - Central Luzon,Guagua Community College,LUC,Pampanga,Guagua,http://www.guaguacommunitycollege.edu.ph/,(045) 409 8244,
03 - Central Luzon,Immaculate Conception I-College of Arts and Technology,Private,Bulacan,Santa Maria,http://www.icicollege.edu.ph,(044) 641-3808 044 298-1267,
03 - Central Luzon,City College of Angeles,LUC,Pampanga,City of Angeles,,453225804 453225801,
